age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,previous,poutcome,y
34,technician,single,secondary,no,179,no,no,cellular,19,8,3,0,unknown,no
37,management,married,tertiary,no,3288,no,no,cellular,8,8,2,0,unknown,no
50,management,married,tertiary,no,0,no,no,cellular,9,7,5,0,unknown,no
46,admin.,divorced,secondary,no,7378,no,no,cellular,18,11,1,0,unknown,no
58,management,single,tertiary,no,331,no,yes,cellular,28,7,3,0,unknown,no
34,technician,married,secondary,no,0,yes,no,cellular,15,7,1,0,unknown,no
37,technician,married,unknown,no,189,no,no,cellular,1,10,1,2,success,yes
57,retired,married,secondary,yes,32,yes,no,cellular,15,5,3,0,unknown,no
31,housemaid,married,unknown,yes,-6,no,yes,telephone,7,7,2,0,unknown,no
36,services,married,secondary,no,-11,yes,no,cellular,30,7,28,0,unknown,no
52,entrepreneur,married,primary,no,592,no,no,cellular,21,7,2,0,unknown,no
30,blue-collar,married,primary,no,-336,no,no,cellular,10,7,6,0,unknown,no
56,management,married,tertiary,no,15520,no,no,cellular,18,11,1,0,unknown,no
31,blue-collar,married,secondary,no,472,yes,no,unknown,13,5,2,0,unknown,no
32,self-employed,single,secondary,no,518,yes,no,cellular,18,5,7,0,unknown,no
53,housemaid,married,primary,no,104,no,yes,unknown,5,6,1,0,unknown,yes
35,technician,married,secondary,no,2,no,no,telephone,28,1,3,0,unknown,no
35,management,married,tertiary,no,949,yes,no,unknown,27,5,2,0,unknown,no
46,management,divorced,tertiary,no,134,no,no,cellular,19,8,2,0,unknown,no
32,technician,single,secondary,no,-28,no,yes,unknown,4,7,1,0,unknown,no
43,management,married,tertiary,no,2767,yes,no,unknown,15,5,7,0,unknown,no
38,services,single,secondary,no,-196,yes,no,cellular,2,2,1,1,failure,no
55,management,married,tertiary,no,540,no,no,cellular,19,11,2,0,unknown,no
40,technician,married,secondary,no,56,yes,yes,cellular,29,1,1,1,failure,no
43,management,married,tertiary,no,2,no,yes,cellular,20,8,2,0,unknown,no
52,entrepreneur,married,tertiary,no,54,yes,yes,telephone,18,11,1,0,unknown,no
45,blue-collar,single,secondary,no,0,yes,no,cellular,26,7,2,5,success,no
56,management,married,tertiary,no,318,no,yes,telephone,9,7,3,0,unknown,no
41,admin.,married,secondary,no,2993,yes,no,cellular,22,7,12,0,unknown,no
54,blue-collar,married,secondary,no,448,yes,yes,cellular,5,8,1,0,unknown,no
28,technician,single,secondary,no,1532,no,no,cellular,22,5,1,5,failure,no
53,technician,married,secondary,no,2647,yes,no,unknown,30,5,1,0,unknown,no
58,management,married,tertiary,no,1517,yes,no,telephone,29,7,5,0,unknown,no
45,management,married,tertiary,no,242,no,no,cellular,30,4,1,0,unknown,yes
52,services,married,primary,no,14,no,yes,cellular,28,7,5,0,unknown,no
33,technician,divorced,secondary,yes,-305,no,yes,unknown,9,5,1,0,unknown,no
29,management,single,tertiary,no,1445,no,no,cellular,26,4,2,2,success,yes
52,unknown,married,secondary,no,142,no,no,cellular,25,8,6,0,unknown,no
28,admin.,single,secondary,no,4745,no,no,telephone,12,5,1,5,success,yes
34,admin.,married,tertiary,no,2552,yes,yes,cellular,25,9,1,0,unknown,no
48,blue-collar,single,secondary,no,-552,no,yes,cellular,21,11,2,0,unknown,no
29,technician,single,secondary,no,534,yes,no,cellular,18,5,1,0,unknown,no
38,entrepreneur,married,secondary,yes,15,yes,no,cellular,10,7,1,0,unknown,no
32,technician,married,secondary,no,167,yes,yes,cellular,8,8,3,0,unknown,no
37,blue-collar,single,secondary,no,48,no,no,cellular,6,5,2,0,unknown,no
57,blue-collar,married,secondary,no,1521,yes,yes,cellular,18,5,2,5,failure,no
34,management,married,tertiary,no,133,yes,no,unknown,8,5,1,0,unknown,no
26,admin.,single,secondary,no,96,yes,no,cellular,13,5,2,3,other,no
36,entrepreneur,single,secondary,no,475,no,no,cellular,25,7,3,0,unknown,no
32,management,single,unknown,no,787,no,no,cellular,28,1,1,0,unknown,no
66,retired,married,secondary,no,4785,no,no,cellular,13,8,3,0,unknown,no
58,blue-collar,divorced,primary,no,8218,yes,no,cellular,31,7,10,0,unknown,no
37,management,married,primary,no,3953,yes,no,cellular,6,4,2,1,failure,no
35,blue-collar,married,primary,no,319,yes,no,cellular,16,7,1,0,unknown,no
28,technician,single,tertiary,no,0,yes,no,unknown,4,6,6,0,unknown,no
35,admin.,divorced,secondary,no,3636,no,yes,cellular,21,11,2,0,unknown,yes
41,admin.,married,secondary,no,4539,no,no,unknown,30,5,3,0,unknown,no
43,technician,married,secondary,no,17,yes,no,unknown,16,5,4,0,unknown,no
40,blue-collar,married,primary,no,2805,yes,no,cellular,14,5,6,23,failure,no
42,blue-collar,married,primary,no,0,yes,yes,cellular,7,5,2,0,unknown,no
33,management,single,tertiary,no,0,no,no,cellular,28,8,10,0,unknown,no
34,blue-collar,married,primary,no,176,no,no,cellular,24,7,1,0,unknown,no
23,services,married,secondary,no,-19,yes,no,unknown,20,6,10,0,unknown,no
44,admin.,married,secondary,no,205,no,no,cellular,3,11,1,0,unknown,yes
30,services,married,secondary,no,0,yes,no,unknown,9,5,1,0,unknown,no
59,blue-collar,divorced,secondary,no,3573,no,no,cellular,15,5,1,0,unknown,no
29,services,single,unknown,no,33,no,no,unknown,1,7,1,0,unknown,no
36,services,single,secondary,no,774,yes,no,cellular,3,2,2,1,failure,no
47,blue-collar,divorced,secondary,yes,-535,yes,no,cellular,30,7,2,0,unknown,no
56,technician,single,tertiary,no,917,no,no,unknown,9,6,1,0,unknown,no
44,services,single,secondary,no,106,no,no,unknown,12,6,2,0,unknown,no
54,self-employed,divorced,primary,no,4382,yes,no,telephone,18,5,4,0,unknown,no
53,blue-collar,married,primary,no,306,no,no,cellular,28,7,3,1,success,yes
34,blue-collar,divorced,secondary,no,-566,yes,no,unknown,26,5,2,0,unknown,no
36,management,married,tertiary,no,1477,no,no,cellular,7,8,2,0,unknown,no
51,retired,married,secondary,no,35,no,yes,cellular,8,7,4,0,unknown,no
42,unemployed,divorced,tertiary,no,-166,no,no,cellular,29,8,4,0,unknown,no
28,student,single,secondary,no,0,yes,no,unknown,15,5,3,0,unknown,no
42,admin.,divorced,secondary,no,1076,yes,no,unknown,14,5,1,0,unknown,no
30,student,single,tertiary,no,7513,no,no,cellular,11,8,2,0,unknown,no
48,management,married,tertiary,yes,-13,yes,no,cellular,15,5,6,2,other,no
55,unemployed,married,tertiary,no,383,no,no,unknown,6,5,3,0,unknown,no
44,management,married,secondary,no,8262,yes,no,cellular,23,7,16,0,unknown,no
35,blue-collar,single,primary,no,293,yes,no,unknown,30,5,2,0,unknown,no
34,housemaid,married,tertiary,no,0,no,no,cellular,26,5,1,1,failure,no
50,unemployed,divorced,secondary,no,717,yes,no,cellular,30,1,1,0,unknown,no
55,management,married,tertiary,no,0,yes,no,unknown,14,5,2,0,unknown,no
36,self-employed,married,tertiary,no,16430,yes,no,unknown,6,6,3,0,unknown,no
37,blue-collar,single,secondary,no,3561,yes,no,unknown,2,6,1,0,unknown,no
28,blue-collar,married,secondary,no,1137,no,no,cellular,6,2,4,3,other,no
45,management,divorced,tertiary,no,0,no,no,unknown,1,6,1,0,unknown,no
38,technician,married,tertiary,no,432,yes,no,cellular,15,5,2,1,other,no
47,admin.,single,secondary,no,3696,no,no,cellular,12,7,2,4,success,yes
33,blue-collar,single,secondary,no,697,no,no,cellular,6,2,2,0,unknown,yes
41,management,married,tertiary,no,437,yes,no,unknown,3,6,21,0,unknown,no
57,management,married,secondary,no,139,no,no,cellular,17,8,1,0,unknown,no
46,admin.,married,secondary,no,4958,yes,no,cellular,17,11,3,5,other,no
51,entrepreneur,divorced,tertiary,no,4,yes,yes,cellular,20,4,5,0,unknown,no
46,technician,divorced,secondary,no,3455,yes,no,unknown,14,5,2,0,unknown,no
37,self-employed,single,tertiary,no,556,no,no,unknown,17,6,2,0,unknown,no
28,admin.,married,secondary,no,12,yes,no,cellular,30,1,3,3,other,no
34,management,married,secondary,no,0,no,no,cellular,2,2,1,0,unknown,no
37,housemaid,married,primary,no,189,no,no,cellular,8,8,4,0,unknown,no
49,admin.,married,secondary,no,14440,yes,no,cellular,21,11,1,0,unknown,no
37,admin.,married,tertiary,no,801,no,no,cellular,11,8,7,0,unknown,no
29,entrepreneur,married,secondary,no,452,yes,no,unknown,27,5,1,0,unknown,no
38,technician,single,tertiary,no,25,yes,no,cellular,1,6,2,0,unknown,yes
49,entrepreneur,divorced,secondary,no,32,no,no,cellular,5,2,1,0,unknown,no
50,technician,married,tertiary,no,199,yes,yes,cellular,3,2,2,1,failure,no
36,unemployed,married,secondary,no,-35,no,no,cellular,30,1,3,0,unknown,no
34,management,married,tertiary,no,1116,yes,no,cellular,25,7,5,0,unknown,no
55,unknown,married,primary,no,159,no,no,unknown,4,9,1,0,unknown,no
47,management,married,tertiary,no,295,yes,no,cellular,5,8,1,0,unknown,no
28,management,single,tertiary,no,5549,no,no,cellular,28,7,6,0,unknown,no
54,retired,divorced,primary,no,22,no,no,unknown,20,6,4,0,unknown,no
46,services,married,secondary,no,1550,yes,no,cellular,16,4,2,8,failure,no
48,management,married,primary,no,247,yes,yes,unknown,14,5,1,0,unknown,no
49,technician,married,secondary,no,12531,no,no,cellular,13,8,8,0,unknown,no
46,technician,divorced,secondary,no,435,yes,no,unknown,15,5,3,0,unknown,no
54,management,divorced,tertiary,no,1295,yes,no,cellular,21,7,10,0,unknown,no
31,blue-collar,married,secondary,no,1495,yes,yes,unknown,23,5,3,0,unknown,no
38,housemaid,married,secondary,no,-278,yes,no,cellular,28,7,2,0,unknown,no
34,blue-collar,married,secondary,no,67,yes,yes,unknown,8,5,3,0,unknown,no
37,management,married,tertiary,no,865,yes,no,cellular,3,6,1,0,unknown,no
50,entrepreneur,married,secondary,no,665,no,no,telephone,17,11,1,0,unknown,no
43,admin.,divorced,secondary,no,738,yes,no,cellular,21,11,4,4,failure,no
24,services,married,tertiary,no,0,yes,no,unknown,27,5,1,0,unknown,no
52,blue-collar,married,primary,no,-133,no,no,unknown,5,6,2,0,unknown,no
31,management,single,tertiary,no,2590,no,no,cellular,23,9,2,2,other,no
26,admin.,married,tertiary,no,2855,no,no,cellular,30,3,3,0,unknown,no
55,management,married,tertiary,no,236,no,no,cellular,4,8,1,0,unknown,no
34,unemployed,single,secondary,no,0,no,no,cellular,17,11,2,0,unknown,no
34,technician,single,secondary,no,440,yes,no,cellular,6,5,2,2,failure,no
27,entrepreneur,single,tertiary,no,81,no,no,cellular,5,2,1,3,failure,no
31,management,married,tertiary,no,4148,yes,no,cellular,21,11,3,9,other,yes
30,entrepreneur,married,secondary,no,946,yes,no,cellular,19,11,1,1,other,no
43,entrepreneur,married,secondary,no,104,yes,no,cellular,18,7,3,0,unknown,yes
39,blue-collar,married,primary,no,52,no,no,cellular,13,8,1,0,unknown,no
57,retired,married,secondary,no,107,no,no,cellular,14,7,2,0,unknown,no
46,management,single,tertiary,no,593,yes,no,cellular,29,1,3,0,unknown,no
40,blue-collar,married,primary,no,177,yes,yes,telephone,21,7,4,0,unknown,no
58,self-employed,married,primary,no,671,yes,no,unknown,17,6,3,0,unknown,no
27,unemployed,single,tertiary,no,1,no,no,cellular,3,2,2,0,unknown,no
52,admin.,married,secondary,no,2347,no,yes,cellular,12,8,3,0,unknown,no
35,blue-collar,married,primary,no,378,yes,no,unknown,16,5,3,0,unknown,no
30,admin.,married,secondary,no,2678,yes,no,cellular,18,5,5,0,unknown,no
47,admin.,divorced,secondary,no,136,no,yes,cellular,23,7,1,0,unknown,no
30,technician,single,secondary,no,-522,yes,yes,cellular,5,5,2,6,failure,yes
57,retired,married,tertiary,no,1180,yes,yes,unknown,14,5,2,0,unknown,no
38,admin.,single,secondary,no,883,yes,no,cellular,12,5,1,9,other,no
30,management,married,tertiary,no,1942,yes,yes,cellular,21,11,2,3,other,yes
26,management,single,tertiary,no,350,no,no,cellular,8,7,1,0,unknown,no
41,blue-collar,married,primary,no,849,yes,no,unknown,15,5,1,0,unknown,no
40,services,married,tertiary,no,35,no,no,cellular,3,7,4,3,failure,no
36,blue-collar,divorced,secondary,no,-140,yes,no,unknown,26,5,2,0,unknown,no
35,management,married,tertiary,no,8,yes,no,unknown,23,5,4,0,unknown,no
58,management,married,primary,no,2769,yes,no,cellular,11,7,2,0,unknown,no
55,entrepreneur,divorced,tertiary,no,0,no,no,unknown,6,6,2,0,unknown,no
32,technician,single,tertiary,no,569,no,yes,cellular,29,1,1,0,unknown,no
23,student,single,secondary,no,780,no,no,cellular,16,9,1,0,unknown,no
58,management,married,primary,no,320,yes,no,unknown,30,5,2,0,unknown,no
40,entrepreneur,married,tertiary,no,3571,no,no,unknown,9,6,3,0,unknown,no
87,retired,married,primary,no,230,no,no,cellular,30,10,1,0,unknown,yes
43,blue-collar,divorced,primary,no,328,no,yes,cellular,8,7,1,0,unknown,no
39,technician,married,secondary,no,130,no,no,cellular,8,7,2,0,unknown,no
48,blue-collar,married,secondary,no,0,yes,no,unknown,26,5,1,0,unknown,no
41,technician,single,secondary,no,879,no,yes,cellular,7,7,4,0,unknown,no
40,services,single,secondary,no,65,yes,no,cellular,15,5,3,0,unknown,no
55,management,married,tertiary,no,171,yes,no,cellular,8,8,6,0,unknown,no
37,technician,married,secondary,no,712,yes,no,cellular,18,11,2,0,unknown,no
46,management,divorced,tertiary,no,624,no,no,cellular,17,9,2,2,success,yes
50,blue-collar,divorced,primary,no,388,no,no,cellular,5,2,1,0,unknown,no
36,housemaid,married,secondary,no,2880,no,no,unknown,12,6,1,0,unknown,no
37,management,married,tertiary,no,1698,yes,no,unknown,6,6,2,0,unknown,no
60,retired,married,secondary,no,89,no,no,cellular,30,4,2,0,unknown,no
42,services,married,tertiary,no,12223,yes,no,cellular,19,11,1,0,unknown,no
46,blue-collar,married,secondary,no,519,yes,no,cellular,25,8,6,0,unknown,no
50,management,single,primary,no,766,no,no,unknown,17,6,2,0,unknown,no
33,technician,single,tertiary,no,137,no,no,cellular,25,8,4,0,unknown,no
42,technician,single,unknown,no,344,yes,no,unknown,3,6,7,0,unknown,no
36,services,single,secondary,no,342,yes,no,unknown,7,5,1,0,unknown,no
64,retired,married,unknown,no,2923,no,no,cellular,12,3,1,0,unknown,no
34,management,single,tertiary,no,-292,yes,no,cellular,19,8,6,0,unknown,no
34,management,single,secondary,no,524,no,no,unknown,13,8,1,0,unknown,no
42,technician,married,secondary,no,0,no,no,cellular,29,8,12,0,unknown,no
27,technician,single,tertiary,no,3083,yes,no,unknown,29,5,2,0,unknown,no
31,technician,single,secondary,no,433,no,no,cellular,11,8,2,0,unknown,no
74,retired,married,secondary,no,935,no,no,cellular,26,1,1,1,other,no
51,housemaid,divorced,tertiary,no,370,yes,no,cellular,19,8,3,0,unknown,no
26,self-employed,married,tertiary,no,479,yes,no,cellular,9,2,3,0,unknown,no
31,blue-collar,married,secondary,no,191,yes,no,unknown,2,6,1,0,unknown,no
31,admin.,single,secondary,no,1306,yes,no,unknown,28,5,5,0,unknown,no
32,management,single,tertiary,no,2,yes,no,cellular,11,9,2,0,unknown,yes
58,retired,married,secondary,no,235,no,no,cellular,27,8,4,0,unknown,no
35,management,single,secondary,no,81,yes,no,cellular,29,1,1,0,unknown,no
55,services,married,secondary,no,-31,no,yes,cellular,13,8,2,0,unknown,no
31,admin.,married,secondary,no,0,yes,no,unknown,14,5,2,0,unknown,no
27,student,single,secondary,no,213,no,no,cellular,27,3,1,0,unknown,yes
32,management,divorced,tertiary,no,874,no,no,cellular,12,8,6,0,unknown,yes
29,management,single,tertiary,no,0,no,no,unknown,16,5,25,0,unknown,no
50,housemaid,married,secondary,no,7317,yes,no,cellular,13,5,1,1,failure,no
32,blue-collar,married,secondary,no,889,yes,no,cellular,10,9,1,5,success,yes
34,management,married,tertiary,no,573,no,no,cellular,10,8,1,0,unknown,no
39,unknown,single,secondary,no,914,no,no,unknown,5,6,1,0,unknown,no
37,management,married,tertiary,no,547,yes,yes,unknown,21,5,1,0,unknown,no
48,management,single,tertiary,no,8106,no,no,unknown,17,11,1,3,failure,no
34,admin.,married,secondary,no,5320,no,no,cellular,3,3,6,5,other,no
32,unemployed,married,secondary,no,2400,yes,yes,cellular,5,2,3,0,unknown,no
46,admin.,married,secondary,no,22,yes,no,cellular,7,8,4,0,unknown,no
33,technician,single,secondary,no,5235,no,no,cellular,7,8,3,0,unknown,no
32,technician,single,tertiary,no,4665,yes,no,unknown,21,5,2,0,unknown,yes
61,technician,married,secondary,no,1191,no,no,cellular,21,5,4,0,unknown,yes
28,management,single,secondary,no,1633,no,no,cellular,5,6,1,0,unknown,yes
53,retired,divorced,secondary,yes,-200,no,yes,unknown,6,6,1,0,unknown,no
29,management,single,secondary,no,584,yes,no,unknown,16,6,19,0,unknown,no
61,management,married,tertiary,no,6016,no,no,cellular,2,2,3,0,unknown,yes
30,blue-collar,single,secondary,no,315,no,no,cellular,23,6,1,0,unknown,yes
38,services,married,secondary,no,497,yes,yes,unknown,19,5,5,0,unknown,no
34,admin.,married,secondary,no,50,yes,no,unknown,20,5,2,0,unknown,no
58,retired,married,primary,no,5092,no,no,unknown,11,6,6,0,unknown,no
31,blue-collar,married,secondary,no,0,no,yes,telephone,15,7,2,0,unknown,no
44,management,married,tertiary,no,529,yes,no,unknown,4,6,4,0,unknown,no
42,admin.,single,secondary,no,1022,yes,no,unknown,5,5,2,0,unknown,no
28,blue-collar,married,secondary,no,131,yes,no,unknown,12,5,5,0,unknown,no
42,blue-collar,married,secondary,no,3068,yes,yes,cellular,11,5,2,0,unknown,no
37,management,married,tertiary,no,502,yes,no,cellular,7,5,1,1,failure,no
36,blue-collar,married,secondary,no,-231,no,yes,cellular,15,7,2,0,unknown,no
59,admin.,divorced,secondary,no,174,yes,no,unknown,16,5,1,0,unknown,no
31,blue-collar,single,primary,no,-495,yes,no,unknown,29,5,2,0,unknown,no
27,services,married,secondary,no,58,yes,no,cellular,7,5,1,2,other,no
29,blue-collar,married,secondary,no,912,yes,no,cellular,13,5,1,0,unknown,no
24,admin.,married,secondary,no,299,yes,no,cellular,6,5,1,1,failure,no
62,management,married,tertiary,no,1859,no,no,telephone,6,8,3,0,unknown,yes
34,blue-collar,single,primary,no,464,yes,no,cellular,18,5,1,2,other,no
39,self-employed,single,tertiary,no,426,no,no,unknown,18,6,1,0,unknown,yes
35,admin.,single,secondary,no,2830,no,no,unknown,20,6,12,0,unknown,no
47,admin.,single,secondary,no,2540,no,no,cellular,18,11,5,0,unknown,no
39,blue-collar,married,primary,no,7685,yes,no,cellular,14,4,3,0,unknown,no
30,admin.,single,tertiary,no,305,no,no,cellular,30,4,1,2,success,yes
44,services,married,secondary,no,27,no,no,cellular,25,5,1,0,unknown,no
50,blue-collar,married,secondary,no,579,no,no,cellular,26,8,4,0,unknown,no
23,student,single,secondary,no,1021,no,no,telephone,19,6,9,0,unknown,no
27,services,single,secondary,no,0,yes,no,unknown,7,5,7,0,unknown,no
32,self-employed,married,tertiary,no,189,yes,no,unknown,6,6,2,0,unknown,no
31,blue-collar,single,primary,no,864,yes,no,telephone,14,5,2,0,unknown,no
54,blue-collar,married,secondary,no,1291,yes,no,unknown,5,5,1,0,unknown,no
34,self-employed,single,tertiary,no,5462,no,no,cellular,30,4,1,0,unknown,yes
42,blue-collar,single,secondary,no,1080,yes,yes,cellular,13,5,3,4,failure,yes
51,admin.,married,secondary,no,2967,no,no,unknown,17,6,2,0,unknown,no
50,services,married,primary,no,1260,no,no,cellular,18,11,1,0,unknown,no
48,blue-collar,married,secondary,no,1738,yes,no,cellular,15,4,1,0,unknown,no
47,blue-collar,married,primary,no,292,no,yes,telephone,28,7,3,0,unknown,no
56,unknown,married,unknown,no,0,no,no,unknown,20,6,2,0,unknown,no
36,admin.,single,tertiary,no,980,no,no,cellular,11,11,4,7,failure,no
35,admin.,single,secondary,no,0,yes,no,cellular,13,5,1,0,unknown,yes
61,housemaid,married,primary,no,848,no,no,cellular,27,4,1,1,other,no
31,technician,single,secondary,no,1626,no,no,cellular,7,5,2,3,failure,no
49,services,married,secondary,no,320,no,no,telephone,9,2,4,0,unknown,yes
39,technician,married,secondary,no,-735,yes,no,cellular,30,1,5,2,failure,no
49,management,married,tertiary,no,92,yes,no,unknown,6,5,2,0,unknown,no
50,technician,divorced,secondary,no,-701,yes,yes,cellular,24,7,1,0,unknown,no
